lag_k, autocorrelation
392, 0.010965
393, 0.010918
394, 0.010867
395, 0.010826
396, 0.010794
397, 0.010765
398, 0.010726
399, 0.010689
400, 0.010651
401, 0.010600
402, 0.010553
403, 0.010501
404, 0.010452
405, 0.010405
406, 0.010362
407, 0.010311
408, 0.010263
409, 0.010220
410, 0.010186
411, 0.010158
412, 0.010134
413, 0.010113
414, 0.010093
415, 0.010065
416, 0.010044
417, 0.010020
418, 0.010000
419, 0.009980
420, 0.009960
421, 0.009939
422, 0.009910
423, 0.009872
424, 0.009837
425, 0.009801
426, 0.009773
427, 0.009739
428, 0.009706
429, 0.009680
430, 0.009652
431, 0.009628
432, 0.009602
433, 0.009580
434, 0.009560
435, 0.009538
436, 0.009511
437, 0.009474
438, 0.009446
439, 0.009418
440, 0.009388
441, 0.009366
442, 0.009338
443, 0.009316
444, 0.009293
445, 0.009264
446, 0.009227
447, 0.009184
448, 0.009140
449, 0.009099
450, 0.009050
451, 0.009004
452, 0.008952
453, 0.008900
454, 0.008853
455, 0.008804
456, 0.008758
457, 0.008718
458, 0.008683
459, 0.008649
460, 0.008609
461, 0.008568
462, 0.008528
463, 0.008482
464, 0.008438
465, 0.008399
466, 0.008358
467, 0.008325
468, 0.008300
469, 0.008276
470, 0.008255
471, 0.008239
472, 0.008228
473, 0.008213
474, 0.008202
475, 0.008194
476, 0.008190
477, 0.008191
478, 0.008192
479, 0.008193
480, 0.008187
481, 0.008176
482, 0.008156
483, 0.008138
484, 0.008116
485, 0.008098
486, 0.008085
487, 0.008072
488, 0.008054
489, 0.008030
490, 0.008013
491, 0.007990
492, 0.007964
493, 0.007946
494, 0.007932
495, 0.007919
496, 0.007911
497, 0.007906
498, 0.007900
499, 0.007890
