lag_k, autocorrelation
138, 0.047882
139, 0.047422
140, 0.046957
141, 0.046515
142, 0.046092
143, 0.045709
144, 0.045353
145, 0.045030
146, 0.044699
147, 0.044357
148, 0.044022
149, 0.043677
150, 0.043308
151, 0.042919
152, 0.042531
153, 0.042140
154, 0.041753
155, 0.041362
156, 0.040940
157, 0.040540
158, 0.040156
159, 0.039795
160, 0.039430
161, 0.039089
162, 0.038749
163, 0.038405
164, 0.038033
165, 0.037673
166, 0.037293
167, 0.036940
168, 0.036618
169, 0.036301
170, 0.035966
171, 0.035647
172, 0.035307
173, 0.034966
174, 0.034641
175, 0.034324
176, 0.034025
177, 0.033704
178, 0.033414
179, 0.033097
180, 0.032771
181, 0.032446
182, 0.032113
183, 0.031766
184, 0.031430
185, 0.031095
186, 0.030761
187, 0.030435
188, 0.030100
189, 0.029766
190, 0.029436
191, 0.029100
192, 0.028784
193, 0.028471
194, 0.028139
195, 0.027801
196, 0.027504
197, 0.027232
198, 0.026971
199, 0.026708
200, 0.026455
201, 0.026235
202, 0.026044
203, 0.025825
204, 0.025622
205, 0.025447
206, 0.025266
207, 0.025102
208, 0.024948
209, 0.024799
210, 0.024654
211, 0.024491
212, 0.024289
213, 0.024102
214, 0.023925
215, 0.023771
216, 0.023623
217, 0.023472
218, 0.023315
219, 0.023162
220, 0.023010
221, 0.022863
222, 0.022709
223, 0.022560
224, 0.022420
225, 0.022262
226, 0.022114
227, 0.021984
228, 0.021852
229, 0.021711
230, 0.021572
231, 0.021424
232, 0.021286
233, 0.021129
234, 0.020983
235, 0.020848
236, 0.020748
237, 0.020633
238, 0.020495
239, 0.020363
240, 0.020252
241, 0.020133
242, 0.020016
243, 0.019902
244, 0.019796
245, 0.019699
246, 0.019596
247, 0.019495
248, 0.019396
249, 0.019296
250, 0.019200
251, 0.019118
252, 0.019037
253, 0.018958
254, 0.018857
255, 0.018762
256, 0.018684
257, 0.018617
258, 0.018519
259, 0.018424
260, 0.018329
261, 0.018237
262, 0.018148
263, 0.018063
264, 0.017974
265, 0.017885
266, 0.017809
267, 0.017737
268, 0.017659
269, 0.017562
270, 0.017473
271, 0.017381
272, 0.017292
273, 0.017216
274, 0.017134
275, 0.017036
276, 0.016952
277, 0.016850
278, 0.016757
279, 0.016663
280, 0.016562
281, 0.016477
282, 0.016393
283, 0.016315
284, 0.016238
285, 0.016174
286, 0.016098
287, 0.016025
288, 0.015940
289, 0.015871
290, 0.015796
291, 0.015725
292, 0.015646
293, 0.015585
294, 0.015526
295, 0.015468
296, 0.015407
297, 0.015346
298, 0.015282
299, 0.015203
300, 0.015131
301, 0.015055
302, 0.014974
303, 0.014901
304, 0.014827
305, 0.014749
306, 0.014675
307, 0.014606
308, 0.014533
309, 0.014456
310, 0.014384
311, 0.014315
312, 0.014250
313, 0.014189
314, 0.014127
315, 0.014069
316, 0.014013
317, 0.013952
318, 0.013892
319, 0.013837
320, 0.013795
321, 0.013746
322, 0.013698
323, 0.013633
324, 0.013579
325, 0.013529
326, 0.013477
327, 0.013423
328, 0.013363
329, 0.013309
330, 0.013252
331, 0.013190
332, 0.013135
333, 0.013093
334, 0.013048
335, 0.012996
336, 0.012952
337, 0.012895
338, 0.012855
339, 0.012821
340, 0.012789
341, 0.012751
342, 0.012717
343, 0.012684
344, 0.012664
345, 0.012633
346, 0.012598
347, 0.012570
348, 0.012534
349, 0.012493
350, 0.012456
351, 0.012426
352, 0.012390
353, 0.012346
354, 0.012318
355, 0.012291
356, 0.012273
357, 0.012247
358, 0.012223
359, 0.012188
360, 0.012160
361, 0.012132
362, 0.012098
363, 0.012056
364, 0.012009
365, 0.011972
366, 0.011941
367, 0.011919
368, 0.011906
369, 0.011878
370, 0.011864
371, 0.011846
372, 0.011815
373, 0.011793
374, 0.011776
375, 0.011755
376, 0.011731
377, 0.011705
378, 0.011675
379, 0.011624
380, 0.011573
381, 0.011518
382, 0.011469
383, 0.011412
384, 0.011365
385, 0.011327
386, 0.011286
387, 0.011243
388, 0.011197
389, 0.011149
390, 0.011098
391, 0.011049
392, 0.011002
393, 0.010954
394, 0.010903
395, 0.010861
396, 0.010827
397, 0.010794
398, 0.010753
399, 0.010715
400, 0.010675
401, 0.010622
402, 0.010572
403, 0.010519
404, 0.010467
405, 0.010419
406, 0.010376
407, 0.010323
408, 0.010273
409, 0.010228
410, 0.010191
411, 0.010161
412, 0.010134
413, 0.010112
414, 0.010090
415, 0.010061
416, 0.010039
417, 0.010013
418, 0.009991
419, 0.009968
420, 0.009946
421, 0.009926
422, 0.009894
423, 0.009854
424, 0.009812
425, 0.009773
426, 0.009741
427, 0.009703
428, 0.009669
429, 0.009643
430, 0.009610
431, 0.009581
432, 0.009550
433, 0.009525
434, 0.009497
435, 0.009471
436, 0.009445
437, 0.009404
438, 0.009371
439, 0.009339
440, 0.009306
441, 0.009280
442, 0.009249
443, 0.009217
444, 0.009190
445, 0.009158
446, 0.009119
447, 0.009075
448, 0.009030
449, 0.008986
450, 0.008935
451, 0.008887
452, 0.008835
453, 0.008783
454, 0.008732
455, 0.008680
456, 0.008633
457, 0.008591
458, 0.008553
459, 0.008517
460, 0.008475
461, 0.008431
462, 0.008389
463, 0.008339
464, 0.008294
465, 0.008252
466, 0.008209
467, 0.008173
468, 0.008145
469, 0.008118
470, 0.008093
471, 0.008074
472, 0.008060
473, 0.008042
474, 0.008027
475, 0.008016
476, 0.008010
477, 0.008008
478, 0.008006
479, 0.008003
480, 0.007994
481, 0.007980
482, 0.007958
483, 0.007938
484, 0.007914
485, 0.007895
486, 0.007880
487, 0.007867
488, 0.007848
489, 0.007822
490, 0.007803
491, 0.007778
492, 0.007751
493, 0.007730
494, 0.007714
495, 0.007699
496, 0.007688
497, 0.007681
498, 0.007672
499, 0.007660
